product_id,Date,store_id,Sales Quantity,Price_x,Promotions,Seasonality Factors,External Factors,Demand Trend,Customer Segments,Stock Levels,Supplier Lead Time (days),Stockout Frequency,Reorder Point,Expiry Date,Warehouse Capacity,Order Fulfillment Time (days),Price_y,Competitor Prices,Discounts,Sales Volume,Customer Reviews,Return Rate (%),Storage Cost,Elasticity Index
3733,6/22/2024,89,104,75.91,No,N/A,Weather,Increasing,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3733,N/A,95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.48,68.1,26.03,244,2,13.9,1.53,1.36
3733,N/A,97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,576,4,15,103,1/6/2024,3903,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3734,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74.93,36.49,47.25,424,3,10.07,8.88,1.94
3734,9/28/2024,81,210,67.27,No,Festival,Economic Indicator,Increasing,Premium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3734,N/A,93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,566,22,10,109,2/28/2024,4302,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3735,N/A,22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25,17,7,193,9/23/2024,1354,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3735,2/17/2024,44,298,83.98,No,Holiday,Economic Indicator,Stable,Premium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3735,12/28/2024,65,233,43.86,No,Holiday,Economic Indicator,Increasing,Premium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3736,N/A,53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,891,29,2,112,5/23/2024,4919,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3736,6/10/2024,69,280,81.74,No,N/A,Competitor Pricing,Increasing,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3737,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43.66,56.74,34.3,23,2,14.3,4.37,1.39
3737,N/A,37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.91,24.44,15.92,246,3,9.4,5.64,1.81
3737,N/A,77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,253,15,7,127,10/12/2024,4468,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3737,7/10/2024,98,148,26.26,No,Holiday,N/A,Decreasing,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3738,7/23/2024,61,384,58.47,No,N/A,Economic Indicator,Increasing,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3738,N/A,67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.42,85.31,46.89,314,1,8.85,2.49,2.18
3738,9/17/2024,73,71,93.41,Yes,Festival,Competitor Pricing,Stable,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3738,N/A,81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.72,79.79,15.74,188,3,0.67,3.14,2.5
3738,9/13/2024,92,214,69.5,No,Holiday,N/A,Stable,Premium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3739,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85.63,15.44,9.85,448,4,11.74,8.51,0.78
3739,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,661,9,9,107,8/27/2024,3813,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3739,N/A,42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,194,25,5,90,6/3/2024,3828,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3739,N/A,75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,94.03,65.09,32.51,155,2,9.72,6.52,0.63
3739,N/A,89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,782,29,16,83,2/13/2024,1102,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3740,2/27/2024,2,79,66.93,No,Festival,Weather,Increasing,Premium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3740,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,316,5,6,160,10/5/2024,1938,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3740,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,84.67,15.82,6.27,63,3,8.83,5.02,1.88
3740,9/14/2024,71,462,16.51,Yes,Holiday,Competitor Pricing,Increasing,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3740,N/A,97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,638,26,3,188,4/18/2024,3233,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3741,N/A,48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.65,7.53,46.04,470,1,9.73,4.52,1.56
3741,N/A,53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.33,14.02,19.88,86,3,7.52,4.79,1.12
3741,N/A,53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42.55,53.21,41.81,159,3,7.32,5.9,1.93
3741,2/2/2024,72,18,75.75,Yes,Festival,N/A,Increasing,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3741,N/A,97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,674,13,1,107,12/11/2024,4410,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3742,6/15/2024,30,308,26.7,No,Festival,Competitor Pricing,Decreasing,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3742,N/A,63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,773,6,8,166,8/19/2024,2528,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3742,N/A,73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41.52,95.66,41.16,266,1,19.73,2.49,1.18
3743,2/20/2024,11,239,59.99,Yes,N/A,Weather,Stable,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3743,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82.12,97.25,24.99,80,2,1.03,9.26,1.62
3743,1/25/2024,51,371,26.09,Yes,N/A,Economic Indicator,Decreasing,Premium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3743,1/19/2024,78,495,69.35,Yes,N/A,N/A,Decreasing,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3744,N/A,89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.04,24.46,43.41,499,2,0.56,3.42,1
3745,4/28/2024,19,249,91.4,No,Festival,Competitor Pricing,Stable,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3745,N/A,78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61.15,77.88,10.79,275,4,17.48,9.96,1.06
3746,6/24/2024,41,58,68.21,Yes,Holiday,Weather,Stable,Premium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3746,N/A,52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,521,23,10,74,5/15/2024,3442,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3747,N/A,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,130,16,19,136,2/7/2024,2907,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3747,N/A,37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,97.29,31.54,21.93,143,1,16.13,6.62,1.82
3747,N/A,54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.5,16.5,26.8,227,2,9.82,1.83,1.53
3748,N/A,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83.45,82.49,43.98,286,3,16.25,3.35,1.97
3748,N/A,60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.62,61.86,23.39,51,4,19.9,9.83,1.5
3748,N/A,61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,49.68,82.74,8.82,103,3,8.24,6.97,2.41
3748,1/30/2024,71,296,82.14,Yes,Holiday,Competitor Pricing,Stable,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3748,1/17/2024,72,110,84.71,Yes,Holiday,N/A,Decreasing,Premium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3748,1/11/2024,78,373,67.17,No,N/A,Competitor Pricing,Decreasing,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3748,N/A,81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66,13,3,24,7/31/2024,2536,8,92.81,16.29,29.55,491,4,2.27,1.39,0.94
3748,N/A,86,N/A,N/A,N/A,N/A,N/A,N/A,N/A,158,7,8,109,7/25/2024,1115,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3748,N/A,92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,518,9,16,193,11/2/2024,3880,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3749,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,990,10,17,196,12/12/2024,2651,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3750,N/A,23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82.96,87.29,24.46,51,2,8.9,1.83,2.38
3750,N/A,74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,966,12,8,122,8/1/2024,1019,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3750,N/A,86,N/A,N/A,N/A,N/A,N/A,N/A,N/A,321,19,6,195,9/27/2024,4658,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3751,1/2/2024,38,380,25.18,Yes,N/A,N/A,Increasing,Premium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3751,N/A,52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,189,14,14,92,11/17/2024,2680,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3751,N/A,74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.31,62.93,44.41,116,1,18.86,2.41,0.58
3751,12/26/2024,85,218,18.05,No,Festival,Economic Indicator,Decreasing,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3751,N/A,90,N/A,N/A,N/A,N/A,N/A,N/A,N/A,606,3,7,111,2/27/2024,1987,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3751,N/A,94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,111,22,9,16,3/9/2024,4963,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3752,N/A,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,223,28,16,144,4/27/2024,4975,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3752,7/7/2024,24,365,16.37,Yes,N/A,N/A,Stable,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3752,N/A,45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,979,23,19,166,12/12/2024,1032,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3752,2/28/2024,50,4,60.8,No,N/A,Weather,Decreasing,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3753,N/A,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,98.21,58.85,13.96,4,2,1.72,4.02,1.47
3753,10/15/2024,32,142,91.97,No,N/A,Competitor Pricing,Stable,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3753,1/22/2024,39,7,10.62,No,Holiday,Economic Indicator,Increasing,Regular,924,1,11,61,12/30/2024,4866,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3754,6/17/2024,12,353,49.8,No,Festival,Competitor Pricing,Increasing,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3754,7/9/2024,18,332,24.59,Yes,Festival,N/A,Increasing,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3754,N/A,32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.17,63.99,32.29,160,1,3.82,4.34,1.78
3754,N/A,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,47.77,25.19,2.58,231,1,7.87,6.98,1.87
3754,1/9/2024,69,242,57.94,No,N/A,Economic Indicator,Stable,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3754,N/A,92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.98,12.26,43.6,345,3,2.15,8.69,1.64
3755,N/A,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,511,28,15,74,6/2/2024,4047,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3755,10/3/2024,58,402,42.04,No,N/A,Weather,Decreasing,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3756,N/A,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57.05,72.79,41.82,143,4,18.52,2.23,1.91
3756,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,865,11,1,28,2/16/2024,4859,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3756,N/A,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,98.38,99.78,49.44,53,1,18.49,9.27,2.32
3756,N/A,46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,760,27,19,97,6/20/2024,4154,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3756,8/27/2024,50,457,85.37,Yes,Festival,Economic Indicator,Decreasing,Premium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3757,N/A,59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,46.04,38.38,42.48,54,1,12.18,1.64,1.2
3758,N/A,37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.55,43.03,3.25,266,2,18.31,2.03,1.55
3758,N/A,58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,918,24,9,185,9/23/2024,3979,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3758,3/6/2024,66,332,66.1,No,Holiday,Economic Indicator,Increasing,Premium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3759,6/30/2024,9,138,91.79,Yes,N/A,N/A,Stable,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3759,N/A,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.87,16.72,3.06,364,2,8.99,2.91,2.45
3759,5/10/2024,45,384,83.59,Yes,Festival,Economic Indicator,Decreasing,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3759,6/6/2024,51,188,72.45,No,Holiday,Competitor Pricing,Decreasing,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3759,8/31/2024,56,325,41.56,No,N/A,Economic Indicator,Stable,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3759,N/A,60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.73,26.35,29.72,221,3,19.9,8.77,1.24
3759,N/A,63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,651,29,9,181,1/29/2024,4265,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3759,N/A,92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59.16,95.85,11.32,313,1,2.84,2.15,1.13
3760,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,760,17,9,190,12/17/2024,1212,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3760,N/A,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.74,94.77,29.27,371,2,11.49,2.48,0.72
3760,N/A,31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.28,28.57,26.42,429,3,11.84,7.16,2.22
3760,7/16/2024,39,454,27.33,No,Festival,Weather,Increasing,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3760,N/A,54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.2,81.69,5.72,114,1,3.05,2.27,1.82
3760,N/A,62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,237,27,4,60,5/7/2024,1987,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3760,N/A,65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39.53,54.79,39.73,299,4,3.87,4.98,2.32
3761,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,753,7,8,13,3/12/2024,1101,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3761,N/A,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,650,8,4,89,10/8/2024,4060,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3762,N/A,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,208,3,8,24,9/16/2024,3370,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3762,N/A,73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.43,44.66,35.65,124,4,9.2,5.33,0.54
3762,N/A,93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,429,29,6,139,6/30/2024,4319,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3762,N/A,97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57.52,73.48,16.75,95,1,7.94,5.42,2.24
3763,N/A,24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,984,18,10,150,11/21/2024,4039,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3763,N/A,83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,243,5,17,79,12/20/2024,3626,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3763,N/A,96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.13,39.98,29.19,115,4,4.8,6.19,0.88
3764,N/A,75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,996,1,6,52,4/1/2024,1754,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3765,N/A,28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,987,6,9,53,7/13/2024,4373,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3766,N/A,24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,238,27,16,63,8/5/2024,1659,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3766,N/A,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,93.32,40.34,20.51,338,1,18,8.43,0.59
3766,12/19/2024,51,214,32.89,Yes,N/A,Weather,Increasing,Premium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3766,N/A,53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,390,22,15,79,6/10/2024,3888,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3767,N/A,31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74.94,41.72,2.52,324,1,12.03,7.16,1.31
3767,N/A,82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32.87,72.62,39.92,58,3,0.4,5.78,2.21
3767,N/A,88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.63,98.28,9.1,119,4,15.56,5.41,1.01
3768,11/14/2024,2,392,49.66,No,Holiday,Weather,Decreasing,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3768,3/31/2024,18,358,6.26,No,Holiday,Weather,Decreasing,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3768,4/14/2024,21,243,35.78,Yes,Holiday,Economic Indicator,Stable,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3768,N/A,23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,885,25,6,94,11/19/2024,4209,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3768,N/A,49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.4,22.7,36.95,398,2,0.02,1.73,0.81
3769,N/A,72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44.6,36.21,34.26,369,1,18.59,2.11,0.76
3769,N/A,94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,445,7,11,172,3/27/2024,3738,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3770,9/23/2024,90,230,32.4,No,N/A,Economic Indicator,Decreasing,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3771,N/A,61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60.64,55.73,0.27,135,3,10.38,5.22,1.33
3771,N/A,93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,762,16,19,148,3/16/2024,4450,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3772,3/10/2024,8,279,19.19,No,Holiday,Economic Indicator,Stable,Premium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3773,4/15/2024,20,197,80.08,Yes,Holiday,Economic Indicator,Decreasing,Premium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3773,11/29/2024,53,147,38.07,Yes,N/A,Weather,Increasing,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3773,N/A,91,N/A,N/A,N/A,N/A,N/A,N/A,N/A,981,19,0,19,11/27/2024,2068,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3774,N/A,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81.47,27.88,20.57,199,4,10.4,3.2,0.56
3774,N/A,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,93.75,58.48,30.24,2,2,17.59,8.69,2.03
3775,1/6/2024,52,404,51.84,No,N/A,Weather,Stable,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3776,N/A,23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57.99,32.88,17.04,344,1,11.5,7.31,1.64
3776,N/A,57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,347,29,3,154,8/21/2024,1993,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3776,N/A,61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.3,13.24,25.6,287,2,5.11,1.14,1.11
